DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pHlab,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,SamplingNote
8/7/2013 4:40,EPSCOR,JEMEZ_s1149,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,13.17,12.81,0.887,45.4,39.48,5,5,5,18.28,5,0.02,133.32,12546.27,2774.03,40.39,16915.07,91.07,3180,18908,1.03,0.52,0.24,0.73,100.97,0.58,1.31,0.75,2.13,1.63,0.19,90.97,308.79,1.27,0.01,0.03,0.01,0.14,56.76,203.9,207.82,48.92,223.51,48.23,16.57,45.29,6.52,50.49,8.63,26.27,3.86,32.35,5.47,0.07,0.01,129.99,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
8/7/2013 5:40,EPSCOR,JEMEZ_s1150,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,13.18,12.87,0.903,45.34,39.13,5,5,5,18.41,5,0.02,127.31,12586.05,2758.48,40.93,17280.69,86.18,3360,19468,0.92,0.42,0.2,0.72,99.89,0.57,1.33,0.66,1.65,1.68,0.05,89.51,280.07,1.3,0.01,0.03,0.01,0.16,55.62,213.48,210.55,49.36,180.19,42.11,15.28,48.08,7.29,49.16,8.13,31.43,4.99,33.59,4.49,0.07,0.01,131.81,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
8/7/2013 6:40,EPSCOR,JEMEZ_s1151,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,13.19,12.92,0.8602,45.34,39.41,5,5,5,18.08,5,0.02,127.74,12515.99,2765.44,42.15,16896.59,91.68,3340,19408,1.1,0.49,0.26,0.76,102.19,0.59,1.27,0.77,2.18,1.63,0.02,89.22,319.34,1.25,0.02,0.03,0.01,0.14,55.52,200.45,221.08,49.42,171.95,50.21,12.48,53.35,6.34,46.57,7.27,24.17,5.18,31.64,3.7,0.07,0.01,133.24,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
8/7/2013 7:40,EPSCOR,JEMEZ_s1152,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,13.47,12.93,0.8901,45.18,39.72,5,5,5,17.64,5,0.08,129.69,12401.75,2720,33.8,16945.06,88.52,3060,18748,1.05,0.46,0.28,0.77,97.56,0.56,1.3,0.7,1.76,1.75,0.15,90.19,282.96,1.3,0.01,0.08,0.01,0.15,54.92,186.68,191.59,48.04,188.64,39.01,11.59,43.03,7.41,42.15,6.98,27.71,3.87,30.36,3.08,0.07,0.01,136.18,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
8/7/2013 8:40,EPSCOR,JEMEZ_s1153,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,13.19,12.94,0.8816,46.06,39.5,5,5,5,17.03,5,0.28,130.26,12600.09,2784.24,76.49,17302.93,90.4,3220,19548,1.4,0.5,0.22,1.23,139.07,0.58,1.34,0.71,2.16,1.83,0.13,91.57,332.99,1.26,0.01,0.03,0.01,0.14,55.73,243.87,311.45,56.9,163.56,54.55,14.69,65.62,8.26,52.3,9.4,28.21,4.82,32.81,4.84,0.07,0.05,144.56,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
8/7/2013 9:40,EPSCOR,JEMEZ_s1154,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,13.05,13.08,0.9139,49.28,43.43,5,5,5,17.24,5,0.17,133.78,12540.89,2793.11,44.79,17045.58,95.43,3060,19388,0.58,0.5,0.26,0.78,107.02,0.59,1.22,0.73,2.55,1.64,0.36,92.36,309.18,1.25,0.01,0.02,0.01,0.15,55.3,200.18,216.03,49.45,228.91,48.66,13.18,53.22,7.87,47.67,7.43,23.49,3.99,37.16,5.16,0.07,0.01,160.14,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
8/7/2013 10:40,EPSCOR,JEMEZ_s1155,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,13.23,13.41,0.9454,45.06,39.77,5,5,5,17.41,5,0.07,132.47,12574.28,2796.04,59.41,17198.04,97.5,3080,19308,0.73,0.45,0.26,0.9,117.86,0.58,1.28,0.74,3.11,1.9,0.2,92.43,278.57,1.31,0.01,0.11,0.01,0.13,53.57,218.18,249.35,56.59,125.65,55.23,18.31,46.07,6.67,47.73,8.67,25.03,3.4,32.92,3.76,0.07,0.04,172.98,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
8/20/2013 9:40,FLUME_RM,JEMEZ_s1156,GRAB,Grab,Surface water,6.39,-9999,12.9,-9999,25,23.21,14.21,1.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,36.07,8725.29,3434.68,13.08,17024.75,459.48,6528,39569,0.24,0.96,0.22,536.68,121.09,2.6,1.31,5.57,0.61,3.67,0.2,139.22,94.04,5.55,0.01,0.02,0.01,0.26,40.03,67.78,179.85,17.14,88.59,15.82,11.88,30.32,5.79,12.32,2.07,7.05,5.8,8.82,5.35,1.74,0.07,67.68,sediment sample taken; flume under woody debris/sediment; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; Kate; 
8/20/2013 10:00,FLUME_LR,JEMEZ_s1157,GRAB,Grab,Surface water,7.6,-9999,13.9,-9999,57.2,20.33,7.65,0.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.09,22.12,5755.77,3838.53,34.32,16564.59,1094.63,10297,34323,0.8,0.85,0.42,80.73,97.39,1.99,1.35,5.84,2.06,8.53,0.33,112.57,309.44,5.95,0.01,0.05,0.01,0.31,41.26,165.63,355.55,49.29,196.37,42.35,17.44,54.75,8.16,40.27,8.23,28.96,6.18,30.15,7.46,1.21,0.07,79.24,sediment sample taken; flume under rocks/sediment; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; Kate; 
8/20/2013 10:25,FLUME_UR,JEMEZ_s1158,GRAB,Grab,Surface water,7.57,-9999,12.8,-9999,64.8,15.11,7,0.7,11.28,45.73,5,5,5,211.04,5,0.02,24.36,5999.11,2279.42,20.33,13386.04,289.41,7343,32477,0.43,2.54,0.27,2.38,42.33,1.72,0.97,5.7,0.53,1.89,0.21,133.07,104.79,1.21,0.01,0.01,0.01,0.19,43.6,84.06,113.43,26.71,97.22,24.85,13.74,25.83,2.89,22.95,1.67,12.78,2.33,11.78,2.09,0.37,0.02,307.58,sediment sample taken; flume under wood/rocks/sediment; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Kate; 
8/20/2013 11:00,FLUME_UJ,JEMEZ_s1159,GRAB,Grab,Surface water,7.76,-9999,14.8,-9999,68,20.82,6.89,0.43,6.61,15.93,5,5,5,45.3,6.02,0.05,13.62,5039.95,3234.83,7.6,16785.18,281.02,4613,37939,0.02,0.53,0.52,7.4,46.19,1.91,0.85,5.56,0.56,1.12,0.27,129.8,113.51,1.1,0.01,0.02,0.01,0.13,38.89,50.34,68.9,14.71,60.9,12.41,15.97,19.45,2.18,11.94,2.95,12.84,4.48,10.76,4.38,0.29,0.01,349.62,sediment sample taken; cleaned veg from flume; same stage before and after; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Kate; H = 0.21 ft
8/20/2013 11:35,CowboySp,JEMEZ_s1160,GRAB,Grab,Surface water,6.88,-9999,12.5,-9999,60.6,7.57,0.82,0.24,21.81,41.09,5,5,11.54,22.04,5,0.17,6.72,7061.99,844.46,9.43,28933.2,63.71,5764,5986,0.02,0.4,0.21,0.63,6.37,0.26,0.01,5.29,0.35,0.33,0.21,15.88,92.19,0.33,0.01,0.02,0.01,0.11,4.76,34.44,91.1,10.48,36.72,6.15,2.97,13.6,3.02,19.29,0.15,9.98,3.28,6.6,2.59,0.27,0.01,29.67,no sediment sample taken; amber isotope bottle hairline crack during field transport; sample transferred to new bottle in SEC lab upon return; 1-500mL amber;1-250mL HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Kate; 
8/20/2013 12:05,FLUME_LJ,JEMEZ_s1161,GRAB,Grab,Surface water,7.34,-9999,14,-9999,49.9,24.88,7.1,0.7,12.99,26.77,5,5,5,27.61,5,0.15,15.54,6220.98,3885.65,7.62,14804.91,130.32,6588,42012,0.06,0.86,0.14,67.88,48.19,2.14,0.97,5.65,1.13,1.48,0.17,146.94,115.77,2.05,0.01,0.01,0.01,0.15,78.47,97.07,96.48,26.12,78.37,31.47,23.35,23.65,3.62,19.49,1.29,11.41,3.36,13.85,1.34,0.23,0.03,634.47,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Kate; H = 0.24 ft
8/20/2013 12:40,FLUME_HG,JEMEZ_s1162,GRAB,Grab,Surface water,7.69,-9999,22.3,-9999,55.9,27.7,3.38,0.41,5,67.63,5,5,5,259.46,5,0.06,31.47,6439.57,5892.28,4.83,11756.6,169.33,8189,54529,0.02,0.43,0.11,961.46,25,3.38,1.48,5.47,2.73,1.11,0.33,199.53,20.88,2.03,0.01,0.03,0.01,0.13,75.6,4.66,1.75,1.2,2.7,2.06,19.61,5.2,0.24,2.55,0.15,0.32,1.68,2.69,1.89,0.2,0.01,450.24,sediment sample taken; flume under rocks/sediment; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Kate; 
8/20/2013 13:20,FLUME_ULJ,JEMEZ_s1163,GRAB,Grab,Surface water,7.5,-9999,16.8,-9999,63.7,12.94,8.1,0.6,5,21.4,5,5,5,105.04,5,0.01,13.72,3922.67,2105.21,8.57,10612.8,263.92,3449,26024,0.02,0.5,0.33,168.01,47.1,1.34,0.48,5.57,0.46,0.87,0.21,89.55,79.17,0.72,0.01,0.02,0.01,0.12,37.41,42.46,79.87,9.47,42.86,15.59,11.49,17.45,2.23,11.33,0.81,4.21,2.01,4.18,2.14,0.09,0.01,75.64,sediment sample taken; flume moved & under rocks/sediment; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Kate; 
8/20/2013 14:00,VGJJ7,JEMEZ_s1164,GRAB,Grab,Surface water,7.99,-9999,17.6,-9999,95.9,11.7,-9999,-9999,49.15,26.12,5,5,5,5.77,5,0.19,9.97,12295.74,1757.74,51.32,17231.73,90.9,1402,12688,0.52,0.76,0.29,1.84,143.3,0.64,0.65,5.57,1.11,1.03,0.11,45.7,209.23,0.74,0.01,0.04,0.01,0.12,19.84,204.3,302.5,51.62,203.31,41.65,9.46,43.13,7,42.73,2.95,17.17,4.38,19.54,2.67,0.09,0.11,117.64,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Kate; 
9/2/2013 14:00,MC_OF2,JEMEZ_s1165,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,32.45,81.16,7.56,21.43,66.27,5,5,5,212.03,88.03,0.15,85.8,733.96,8059.19,58.4,10106.88,-9999,41000,78400,3.3,1.66,0.47,1514.6,184.2,5.35,10.7,7.18,10.1,9.3,0.57,243.5,254,2.98,0.01,0.06,0.01,1.04,169.2,144,225.5,40.7,162,39.2,54.6,52.2,7.3,46.2,5.28,20.7,6.13,22.2,4.15,0.26,0.35,205.2,brief overland flow from T-storm; sediment sample taken; 1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; Overland runoff from brief thunder storm; grab sample; 2 bottles
9/3/2013 11:30,FLUME_RM,JEMEZ_s1166,GRAB,Grab,Surface water,6.17,-9999,17.2,-9999,15.1,26.36,15.21,1.78,23.05,30.37,5,5,5,5,54.33,0.02,20.9,5923.08,3511.95,27.8,18722.2,1283.7,9860,31800,1.47,1.1,0.72,404.6,159.2,2.06,2.55,8.12,6.48,10.7,0.38,100.5,260,4.5,0.01,0.04,0.01,0.29,30.8,138,411.5,38.7,171,37.1,14.58,48.6,6.68,35,4.88,25.4,3.69,29.6,5.78,0.03,0.13,53.6,very low flow; flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/3/2013 12:05,FLUME_LR,JEMEZ_s1167,GRAB,Grab,Surface water,7.28,-9999,19.5,-9999,77.2,19.06,5.89,0.54,13.08,116.07,5,5,10.06,204.14,18.86,0.13,37,9092.26,2660.74,13.4,18637.68,349.7,6000,31800,0.31,1.07,0.12,238.6,19.2,1.86,0.98,5.72,1.55,2.68,0.28,116.5,34.5,1.93,0.01,0.05,0.01,0.19,37.6,16,28.8,5.57,11.77,6.3,8.79,11.3,1.48,10.68,0.15,1.82,2.74,4.62,0.97,0.07,0.04,86,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/3/2013 12:25,FLUME_UR,JEMEZ_s1168,GRAB,Grab,Surface water,7.42,-9999,14.1,-9999,84.3,14.95,6.34,0.46,8.49,41.56,5,5,9.33,191.85,14.14,0.02,22,5649.35,1889.34,11.2,14426.16,268.7,5940,26800,0.02,2.6,0.18,2.03,36.6,1.32,0.86,5.81,1.65,1.7,0.24,113.5,102.9,0.77,0.01,0.01,0.01,0.14,37,70.6,90.7,21.2,78.6,1.9,11.39,19.1,1.28,18.06,0.15,10.36,3.4,12.8,1.84,0.07,0.02,148.2,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/3/2013 13:00,FLUME_UJ,JEMEZ_s1169,GRAB,Grab,Surface water,7.97,-9999,14.4,-9999,77.9,23.96,9.07,0.55,8.38,24.31,5,5,5,95.15,7.43,0.13,16.2,5045.44,3399.12,11.2,16925.98,290.7,5380,40400,0.03,0.7,0.2,2.75,49.7,2,0.94,5.71,2.01,1.29,0.28,141.5,165,0.73,0.01,0.01,0.01,0.14,47.1,75.4,79.1,18.2,73.1,35.2,13.79,28.7,3.04,21.1,1.5,17.1,2.46,15.3,3.38,0.07,0.01,545.2,sediment sample taken; raining; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; H = 0.220 ft
9/3/2013 13:20,CowboySp,JEMEZ_s1170,GRAB,Grab,Surface water,6.62,-9999,14.1,-9999,72.1,8.64,3.09,0.64,22.18,87.86,5,5,27.92,29.83,7.94,0.12,11.3,6942.51,1007.91,17.4,27528.15,101.6,7700,7300,0.02,0.47,0.61,0.77,38.5,0.3,0.12,5.54,1.66,0.39,0.31,20,480,0.33,0.01,0.01,0.01,0.11,7.15,162,207.5,47.4,171,39.1,6.39,56.9,7.4,51.7,12.4,43.6,6.89,33.3,5.01,0.07,0.02,70.8,no sediment sample taken; raining; 1-500mL amber;1-250mL HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/3/2013 13:45,FLUME_LJ,JEMEZ_s1171,GRAB,Grab,Surface water,7.38,-9999,15.9,-9999,69.6,23.34,10.82,0.67,7.81,30.68,5,5,5,95.08,5,0.02,17.8,5307.42,3525.76,6.3,13760.91,150.7,6580,37800,0.02,1.07,0.18,3.5,24.2,1.83,0.96,5.86,1.49,1.28,0.29,144.5,94.4,1.08,0.01,0.01,0.01,0.14,72.6,54.2,48.4,13.7,59.3,13.33,16.78,16.7,1.69,17.89,0.15,7.12,2.37,8.6,0.49,0.07,0.01,491.2,sediment sample taken; raining; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; H = 0.290 ft
9/3/2013 14:20,FLUME_HG,JEMEZ_s1172,GRAB,Grab,Surface water,7.82,-9999,20.9,-9999,71.8,32.46,11.45,1.29,7.06,60.11,5,5,11.6,211.78,12.19,0.02,45.3,5441.03,6173.64,7.14,10857.37,313.7,12180,54400,0.02,1,0.47,72.9,27.6,2.75,1.93,6.25,2.87,1.76,0.4,206.5,29.8,2.53,0.01,0.04,0.01,0.22,81.2,10.48,13.7,3.88,12.38,10.62,22.2,7.1,0.15,5.73,0.15,0.32,1.14,3.87,1.26,0.07,0.01,818.2,flume damaged; sediment sample taken; raining; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/3/2013 14:40,FLUME_ULJ,JEMEZ_s1173,GRAB,Grab,Surface water,7.21,-9999,15.6,-9999,72.5,22.24,9.53,1.06,5,43.14,5,5,24.24,230.85,11.07,0.24,27.4,4417.28,3850.11,9.6,9844.69,335.7,7620,44600,0.11,0.91,0.15,30.9,19.7,2.01,1.67,5.89,2.78,1.15,0.45,160.5,84.7,1.25,0.01,0.04,0.01,0.2,68.3,37.5,60.3,11.62,51.5,11.96,19.6,13.1,0.76,13.2,0.15,5.65,2.09,5.81,1.64,0.07,0.01,585.2,flume damaged; sediment sample taken; raining; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/3/2013 15:00,FLUME_LLJ,JEMEZ_s1174,GRAB,Grab,Surface water,7.51,-9999,15.4,-9999,74.1,24.18,10.97,1.21,6.16,46.92,5,5,17.76,231.5,12.82,0.02,30.2,4477.6,4255.21,6.5,9442.73,415.7,8180,47200,0.26,1.17,0.15,3.31,20.8,2.23,1.15,6.02,1.69,1.44,0.42,170.5,75,1.83,0.01,0.03,0.01,0.23,71,32.5,51.9,8.54,52.7,4.1,19.4,13.1,0.15,16.24,0.15,0.05,1.71,5.77,0.2,0.07,0.01,934.2,flume damaged; sediment sample taken; raining; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/3/2013 15:15,VGJJ7,JEMEZ_s1175,GRAB,Grab,Surface water,7.56,-9999,25,-9999,86.1,12.58,7.33,0.59,5,19.83,5,5,13.7,17.85,12.42,0.08,10.6,12587.49,1739.39,43.8,17590.53,92.6,1670,11740,0.55,0.9,0.3,8.1,148.2,0.59,0.77,5.98,57.2,0.99,0.39,45.3,192,0.75,0.01,0.09,0.01,0.13,21.1,175,258.5,44,162,45.1,11.99,39.5,7.3,36.9,3.29,16.25,3.59,19.5,2.7,0.07,0.11,88.5,raining; high stage; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; sampled quickly because of stormy weather; high flow
9/17/2013 10:15,VGJJ7,JEMEZ_s1176,GRAB,Grab,Surface water,6.39,-9999,13.9,-9999,29.1,11.55,15.58,1.169351131,10.45,164.19,5,5,5,106.55,5,0.12,15.71,6937.14,2626.2,19.72,11923.2,109.69,309.69,16196.97,1.12,0.64,0.13,2.52,110.34,0.9,1.38,1.68,1.68,1.17,0.08,84.02,474.52,1.19,0.01,0.01,0.03,0.23,56.39,306.07,217.74,82.78,529.67,63.89,23.01,92.23,15.71,81.86,15.3,39.95,6.88,52.69,7.96,1.51,0.02,73.44,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/17/2013 11:10,FLUME_HG,JEMEZ_s1177,GRAB,Grab,Surface water,6.71,-9999,11.2,-9999,75.7,5.989,4.063,1.205288916,5,42.05,5,5,67.62,147.07,5,0.09,14.58,3207.5,1489.84,6.72,10132.1,104.09,299.77,10851.54,0.6,0.36,0.01,30.37,56.3,0.63,0.5,0.39,0.33,0.5,0.07,53.7,114.65,0.33,0.01,0.01,0.03,0.15,24.44,46.06,39.83,11.06,68.39,14.68,9.55,20.92,4.43,19.31,1.48,10.26,0.93,6.94,0.75,1,0.01,19.61,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/17/2013 11:30,FLUME_LJ,JEMEZ_s1178,GRAB,Grab,Surface water,6.87,-9999,13.1,-9999,63,11.94,13.82,0.817160838,5,52.76,5,5,5,232.04,5,0.17,15.96,4403.06,2638.82,49.1,13540.91,148.5,301.58,20085.19,1.62,0.65,0.07,6.14,179.74,1.1,1.39,1.25,1.58,1.09,0.26,114.86,491.98,0.74,0.01,0.01,0.01,0.17,67.28,455.61,414.19,102.84,407.83,95.97,23.54,85.16,15.46,76.78,14.85,52.13,6.36,40.81,8.27,0.88,0.05,160.63,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; H = 1.290 Ft
9/17/2013 12:20,FLUME_UJ,JEMEZ_s1179,GRAB,Grab,Surface water,7.18,-9999,11.3,-9999,78.8,9.193,8.438,0.835793197,5,47.77,5,5,33.35,215.08,5.76,0.24,14.37,3504.27,1981.73,20.65,13473.32,207.48,302.09,17038.01,1.77,0.48,0.01,4.79,83.27,0.93,0.78,0.55,0.6,1.2,0.1,85.22,274.28,0.33,0.01,0.01,0.01,0.12,39.27,124.49,179.14,39.67,236.53,35.42,15.59,51.31,9.85,41.29,7.49,27.33,3.84,34.72,5.81,0.67,0.01,80.87,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; H = 0.710 Ft
9/17/2013 13:00,CowboySp,JEMEZ_s1180,GRAB,Grab,Surface water,6.6,-9999,13.4,-9999,63.1,7.02,0.575,0.331890163,15.59,48.05,5,5,22.51,26.13,5,0.13,7.17,6699.19,784.59,6.13,27641.72,62.2,301.77,4496.31,0.55,0.29,0.1,0.26,82.07,0.22,0.31,0.19,0.93,0.52,0.25,16.98,105.51,0.57,0.01,0.01,0.01,0.09,4.36,18.49,18.19,7.54,36.58,10.95,0.67,13.77,1.98,15.48,1.66,5.93,0.24,9.25,1.72,0.63,0.01,23.51,no sediment sample taken; samples taken from hillside rivulet because water backing up into pipe even after excavation of hole (soil was very saturated); 1-500mL amber;1-250mL HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/17/2013 13:45,FLUME_LLJ,JEMEZ_s1181,GRAB,Grab,Surface water,7.08,-9999,11.5,-9999,70.1,8.714,4.973,0.758001715,5,44.1,5,5,39.83,163.79,6.02,0.05,14.59,2896.65,1619.7,11.74,10403.69,270.71,303.31,16318.32,0.97,0.57,0.06,11.37,82.94,0.84,0.99,0.76,3.53,1.02,0.11,79,103.66,0.39,0.01,0.01,0.03,0.13,33.31,44.68,74.27,11.98,43.88,17.31,11.17,16.5,4.34,10.97,3.04,2.92,1.01,10.26,1.02,0.43,0.06,51.32,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/17/2013 14:10,FLUME_ULJ,JEMEZ_s1182,GRAB,Grab,Surface water,7.24,-9999,11.5,-9999,70.1,8.616,4.793,0.819372394,5,45.2,5,5,40.97,156.01,8.23,0.12,14.51,2661.53,1551.29,10.55,10311.51,309.36,304.17,15817.07,0.87,0.56,0.03,6.21,74.07,0.86,0.65,0.41,1.26,0.99,0.2,77.59,94.72,0.39,0.01,0.01,0.02,0.12,33.15,40.21,50.08,10.08,98.45,17.94,12.29,18.24,4.25,10.78,2.04,6.15,1.27,5.34,1.11,0.34,0.01,54.41,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/22/2013 14:15,FLUME_LR,JEMEZ_s1183,GRAB,Grab,Surface water,7.2,-9999,16.7,-9999,70.3,12.52,6.925,0.736991933,6.61,59.96,5,5,12.73,179.23,5,0.16,28.68,6249.66,2000.5,13.94,14153.65,218.39,306.36,19882.5,0.58,0.87,0.03,130.53,69.7,1.18,1.05,0.42,0.74,2.1,0.27,100.83,65.72,1.18,0.01,0.01,0.01,0.13,40,27.35,51.94,8.47,22.04,14.29,10,13.98,2.3,7.65,0.15,3.78,1.29,3.12,0.59,0.37,0.01,62.56,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/22/2013 14:50,FLUME_UR,JEMEZ_s1184,GRAB,Grab,Surface water,7.3,-9999,13.9,-9999,68,8.991,5.95,0.615356353,5,45.15,5,5,10.21,164.62,5,0.19,20.68,5038.87,1344.71,25.85,13568.52,219.94,303.55,15541.57,1.06,1.77,0.03,11.15,84.4,0.85,1.07,0.53,0.72,1.67,0.02,88.18,126.69,0.86,0.01,0.01,0.01,0.09,31.62,72.47,123.65,19.36,26.86,25.54,9.83,28.78,4.37,19.76,3.52,16.42,1.36,12.87,1.83,0.31,0.01,89.19,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/22/2013 15:20,FLUME_RM,JEMEZ_s1185,GRAB,Grab,Surface water,6.63,-9999,17.9,-9999,63,8.464,42.465,0.730357265,8.46,22.4,5,5,26.13,49.07,14.48,0.13,12.49,5064.73,1167.09,13.73,16535.45,524.49,200.19,10669.97,1.28,0.87,0.05,115.79,68.18,0.68,0.58,0.46,1.22,3.9,0.22,48.35,73.73,1.42,0.01,0.01,0.01,0.14,17.68,46.25,119.88,10.79,0.38,9.69,6.09,9.29,3,8.49,2.47,6.89,1.09,5.79,1.54,0.25,0.01,15.98,flume damaged; sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/11/2013 3:15,EPSCOR,JEMEZ_s1186,GRAB_Auto,Grab,Surface water,-9999,6.12,-9999,-9999,-9999,10.65,8.736,0.5845,39.57,33.95,5,5,5,10.69,5,0.19,10.22,10734.25,1438.02,118.15,13932.12,63.93,203.69,8127.07,2.37,0.55,0.09,2.13,119.77,0.43,0.92,0.64,14.06,1.08,0.07,40.06,253.9,0.95,0.01,0.01,0.01,0.1,24.78,218.49,368.2,57.86,53.92,56.44,11.94,54.52,9.84,37.93,6.09,25.39,3.06,26.5,2.62,0.23,0.05,41.78,program sampled at wrong intervals (30 min; then 1 min; then 60 min); O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Mark; 
